subject,gender,age,qualification,handedness,handsused,kd1,kd2,kd3,kd4,kd5,kd6,dd1,dd2,dd3,dd4,dd5,dd6,uu1,uu2,uu3,uu4,uu5,uu6,ud1,ud2,ud3,ud4,ud5,ud6,du1,du2,du3,du4,du5,du6,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9,gb10,gb11,gb12,gb13,gb14,gg1,gg2,gg3,gg4,gg5,gg6,gg7,gg8,gg9,gg10,gg11,gg12,gg13,gg14,ga1,ga2,ga3,ga4,ga5,ga6,ga7,ga8,ga9,ga10,ga11,ga12,ga13,ga14,mx1,mx2,mx3,mx4,mx5,mx6,mx7,mx8,mx9,mx10,mx11,mx12,mx13,mx14,my1,my2,my3,my4,my5,my6,my7,my8,my9,my10,my11,my12,my13,my14,mz1,mz2,mz3,mz4,mz5,mz6,mz7,mz8,mz9,mz10,mz11,mz12,mz13,mz14,grx1,grx2,grx3,grx4,grx5,grx6,grx7,grx8,grx9,grx10,grx11,grx12,grx13,grx14,gry1,gry2,gry3,gry4,gry5,gry6,gry7,gry8,gry9,gry10,gry11,gry12,gry13,gry14,grz1,grz2,grz3,grz4,grz5,grz6,grz7,grz8,grz9,grz10,grz11,grz12,grz13,grz14,rb1,rb2,rb3,rb4,rb5,rb6,rb7,rb8,rb9,rb10,rb11,rb12,rb13,rb14,rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rg11,rg12,rg13,rg14,ra1,ra2,ra3,ra4,ra5,ra6,ra7,ra8,ra9,ra10,ra11,ra12,ra13,ra14
s082,Male,46 to 60,Madhymik,Right,One Hand,8.4,6,8.8,7.6,6.8,7.8,1899.4,2543.2,1116.2,2120.6,2303.8,1387.2,1897,2546,1115,2119.8,2304.8,1387.2,1891,2537.2,1107.4,2113,2297,1379.4,1905.4,2552,1123.8,2127.4,2311.6,1395,6.2,6.2,4.2,4.2,5.4,5.4,5.4,5.4,4.2,4.2,5.2,5.2,4.8,4.8,13.6,13.6,13.6,13.6,14.6,14.6,14.4,14.4,13.8,13.8,14.2,14.2,14.4,14.4,18.2,18.2,20.8,20.8,19.8,19.8,20,20,20.4,20.4,19.2,19.2,19.2,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1.2,1.2,1,1,1.4,1.4,1.8,1.8,1,1,1,1,-2.2,-2.2,-2.6,-2.6,-2.6,-2.6,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,1,1,1,1,0.8,0.8,1,1,0.8,0.8,1,1,0.6,0.6,10,10,10.6,10.6,10.4,10.4,11,11,11.6,11.6,10.2,10.2,10.8,10.8,-11.6,-11.6,-8.6,-8.6,-16,-16,-21,-21,-10.2,-10.2,-10,-10,-10.2,-10.2,0.2,0.2,0.4,0.4,-0.2,-0.2,0,0,0.2,0.2,-0.8,-0.8,0.2,0.2,-17.4,-17.4,-8.2,-8.2,-21,-21,-24.4,-24.4,-1.8,-1.8,-7.8,-7.8,-1.8,-1.8
s083,Female,Bellow 18,Madhymik,Right,Both Hands,11.6,7.4,7.4,8.8,7,9,918,541.2,351.8,511.8,600.6,468.6,913.8,541.2,353.2,510,602.6,467,906.4,533.8,344.4,503,593.6,459.6,925.4,548.6,360.6,518.8,609.6,476,22.2,22.2,20.8,20.8,23.8,23.8,24,24,23.4,23.4,26.2,26.4,25.2,25.2,-1.8,-1.8,-0.2,-0.2,-2,-2,-3.2,-3.2,-3.4,-3.4,0.2,0.2,0.6,0.6,147.8,147.8,154.8,154.8,158.8,158.8,159.4,159.4,161,161,163.6,163.8,157.6,157.6,0.2,0.2,0,0,0,0,-0.2,-0.2,0,0,0,0,-0.4,-0.4,0,0,0,0,0,0,-0.4,-0.4,0,0,0.2,0.2,0,0,0.4,0.4,-0.2,-0.2,0,0,-0.2,-0.2,0.4,0.4,0.2,0.2,0,0,0.4,0.4,-0.2,-0.2,0.4,0.4,0.6,0.6,0.6,0.6,0.2,0.2,-0.4,-0.4,4,4,3.2,3.2,4.4,4.4,3.6,3.6,4,4,4.4,4.6,4.2,4.2,9.4,9.4,9,9,9,9,8.8,8.8,9.2,9.2,9,8.8,8.8,8.8,-2.4,-2.4,-3.2,-3.2,-11.8,-11.8,-3.2,-3.2,3.4,3.4,2.4,2,-5,-5,4.4,4.4,8.4,8.4,-0.4,-0.4,3.2,3.2,2.4,2.4,4.8,4,-6.2,-6.2,-5,-5,-5.2,-5.2,-7.8,-7.8,-6.2,-6.2,0.4,0.4,2.6,1.6,-1.8,-1.8
s084,Female,46 to 60,Gratuation,Right,One Hand,9.8,5.4,8,8.2,7.6,6,1300.8,1358.4,898.4,995.8,1946.4,2901.6,1296.4,1361,898.6,995.2,1944.8,2904.2,1291,1353,890.4,987.6,1938.8,2895.6,1306.2,1366.4,906.6,1003.4,1952.4,2910.2,24.6,24.6,24,24,24.2,24.2,24.2,24.2,24.4,24.4,23.8,23.8,23.4,23.4,-2.2,-2.2,-2.4,-2.4,-2.6,-2.6,-2.4,-2.4,-3,-3,-3.4,-3.4,-3.2,-3.2,17.6,17.6,18,18,17.6,17.6,17.6,17.6,17.2,17.2,18.2,18.2,18.4,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,1,1,0.4,0.4,1.2,1.2,0.6,0.6,1.2,1.2,0.8,0.8,0.4,0.4,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.2,0.2,0.8,0.8,4,4,4,4,4,4,4,4,4.4,4.4,4,4,3.8,3.8,9.8,9.8,9.2,9.2,10.2,10.2,9.6,9.6,10,10,9.8,9.8,9.4,9.4,-15.4,-15.4,-12,-12,-6,-6,-7,-7,-8.8,-8.8,-11.6,-11.6,-10.8,-10.8,-0.6,-0.6,0,0,0,0,1,1,0,0,2.2,2.2,0,0,-1,-1,-11.4,-11.4,-2.4,-2.4,-3.6,-3.6,-6.4,-6.4,-13.6,-13.6,-6.8,-6.8
s085,Female,18 to 25,Higher Secondary,Right,One Hand,9.4,8,8,7.6,7,8.4,519.6,444.8,480.2,385.8,537.8,142.2,518.2,444.8,479.8,385.2,539.2,141.4,510.2,436.8,472.2,378.2,530.8,133.8,527.6,452.8,487.8,392.8,546.2,149.8,12.2,12.2,12,12,12.8,12.8,13.6,13.6,13.6,13.6,15.2,15.2,15.8,15.8,3.8,3.8,3,3,3.6,3.6,3.8,3.8,3.6,3.6,5.4,5.4,5,5,114.4,114.4,113.8,113.8,113.6,113.6,114,114,114,114,113.2,113.2,112.6,112.6,-0.2,-0.2,0.4,0.4,0.2,0.2,0.6,0.6,0.2,0.2,0.4,0.4,-0.2,-0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,-0.4,-0.4,-0.2,-0.2,-0.2,-0.2,-0.8,-0.8,-0.6,-0.6,-0.8,-0.8,-0.6,-0.6,-0.8,-0.8,-0.4,-0.4,-0.6,-0.6,-0.4,-0.4,-0.8,-0.8,-0.4,-0.4,-0.6,-0.6,2.2,2.2,2.2,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.6,2.6,2.8,2.8,9.4,9.4,9.6,9.6,9.4,9.4,8.8,8.8,9,9,8.8,8.8,8.8,8.8,-8.4,-8.4,-0.6,-0.6,3.4,3.4,-3.4,-3.4,8,8,-11.2,-11.2,-5.4,-5.4,3.2,3.2,1.8,1.8,0.8,0.8,0.4,0.4,-1.6,-1.6,-0.8,-0.8,2.2,2.2,-11.8,-11.8,-7.4,-7.4,-9.4,-9.4,-10,-10,-18.2,-18.2,-2.4,-2.4,-13.2,-13.2
s086,Female,Bellow 18,Madhymik,Right,Both Hands,12.2,9.8,11.6,11.2,7.8,10.2,423.8,469.2,537,374.8,1991.6,900.8,421.4,471,536.6,371.4,1994,900.4,411.6,459.4,525.4,363.6,1983.8,890.6,433.6,480.8,548.2,382.6,2001.8,910.6,28.6,28.6,28.8,28.8,28.6,28.6,30.2,30.2,29.8,29.8,30.2,30.2,29.8,29.8,3.2,3.2,2.8,2.8,2.4,2.4,5.6,5.6,5,5,5,5,5.4,5.4,288.4,288.4,288.6,288.6,288.8,288.8,289.4,289.4,289.6,289.6,288.8,288.8,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.4,-0.4,-0.2,-0.2,-0.6,-0.6,-0.8,-0.8,-0.6,-0.6,-0.6,-0.6,5,5,4.8,4.8,5,5,5,5,5,5,4.8,4.8,4.8,4.8,9,9,8.8,8.8,8.8,8.8,8.4,8.4,8.4,8.4,8.6,8.6,8.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s087,Female,26 to 45,Madhymik,Right,One Hand,8.8,8.2,7.8,9.2,6.2,8.4,765.2,748.4,1085.2,1591.4,3233.8,708.6,764.6,748,1086.6,1588.4,3236,708.8,756.4,740.2,1077.4,1582.2,3227.6,700.2,773.4,756.2,1094.4,1597.6,3242.2,717.2,14.8,14.8,15,15,15.4,15.4,15.4,15.4,14.8,14.8,15,15,15,15,2.8,2.8,2.6,2.6,2.8,2.8,2.6,2.6,2.4,2.4,2.2,2.2,2.4,2.4,107.4,107.4,107.2,107.2,107.2,107.2,107.2,107.2,107.4,107.4,107.2,107.2,107,107,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,0.8,0.8,0.8,0.8,0.4,0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.2,-0.2,0,0,-0.2,-0.2,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.2,2.6,2.6,2.4,2.4,10.2,10.2,9.8,9.8,9.8,9.8,10.2,10.2,10.2,10.2,10.2,10.2,9.8,9.8,-3.4,-3.4,-0.6,-0.6,-1.4,-1.4,-1.8,-1.8,0.6,0.6,-3.2,-3.2,-0.8,-0.8,1,1,1.2,1.2,1.2,1.2,1.6,1.6,3,3,0.6,0.6,0,0,2.2,2.2,4.6,4.6,1,1,2.6,2.6,7.2,7.2,-0.4,-0.4,2.2,2.2
s088,Female,26 to 45,Gratuation,Right,One Hand,11.8,8,9,7.2,7.8,7,1843.2,2425.8,1221,1161.8,1665.2,1202,1839.4,2426.8,1219.2,1162.4,1664.4,1202.6,1831.4,2417.8,1212,1154.6,1657.4,1195,1851.2,2434.8,1228.2,1169.6,1672.2,1209.6,46,46,43.8,43.8,47.4,47.4,46.2,46.2,46.6,46.6,46,46,48,48,0.8,0.8,-3.6,-3.6,5,5,-0.4,-0.4,1.8,1.8,0.6,0.6,2.4,2.4,147.2,147.2,153.8,153.8,151,151,150.6,150.6,150.2,150.2,151,151,149.6,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,-0.6,-0.6,0,0,-0.4,-0.4,-0.2,-0.2,-0.4,-0.4,8,8,7.8,7.8,8,8,8,8,8,8,8,8,8,8,7.4,7.4,8,8,7.2,7.2,7.8,7.8,7.6,7.6,7.6,7.6,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s089,Female,18 to 25,Master,Right,Both Hands,12.2,8.4,9,10,8.2,9.4,393.8,338.8,356.4,219.6,341.4,189.2,390,339.4,357.4,217.8,342.6,189.6,381.6,330.4,347.4,209.6,333.2,179.8,402.2,347.8,366.4,227.8,350.8,199,16.2,16.2,14.8,14.8,15.4,15.4,15.8,15.8,15.8,15.8,15.4,15.4,18.2,18.2,-3.8,-3.8,-5.4,-5.4,-9,-9,-5.8,-5.8,-6.8,-6.8,-7.8,-7.8,-5.4,-5.4,193.4,193.4,193.2,193.2,191.2,191.2,193.2,193.2,193.2,193.2,191.6,191.6,194.8,194.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0.8,0.8,1.2,1.2,1.8,1.8,1,1,1.4,1.4,1.6,1.6,1.2,1.2,3,3,2.8,2.8,2.8,2.8,3,3,2.8,2.8,2.8,2.8,3.2,3.2,10.4,10.4,10.4,10.4,10.4,10.4,10.6,10.6,10.4,10.4,10.2,10.2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s090,Female,18 to 25,Gratuation,Right,Both Hands,9.6,6.6,7,7.6,7,7.2,462.8,708.6,593,452.2,1398.2,656,459.8,709,593.6,451.6,1398.4,657,453.2,702,586,444.6,1391.2,648.8,469.4,715.6,600.6,459.2,1405.4,664.2,24,24,25,25,24.2,24.2,24.4,24.4,24.4,24.4,23.6,23.6,24.8,24.8,-2,-2,-0.4,-0.4,-0.6,-0.6,0.4,0.4,-0.6,-0.6,-2.6,-2.6,-2.4,-2.4,15.6,15.6,14,14,14.2,14.2,15.8,15.8,15,15,17.2,17.2,16,16,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-1,-1,-0.6,-0.6,-0.2,-0.2,-0.4,-0.4,-0.2,-0.2,0,0,0.2,0.2,0.4,0.4,0,0,0.2,0.2,0.2,0.2,0.8,0.8,0.4,0.4,4,4,4.2,4.2,3.8,3.8,4.2,4.2,4.2,4.2,4,4,4,4,8.8,8.8,8,8,8.4,8.4,8.8,8.8,8.6,8.6,8.8,8.8,8.8,8.8,0.4,0.4,4.8,4.8,11.8,11.8,-4.4,-4.4,-4.4,-4.4,11.4,11.4,2.8,2.8,-2.2,-2.2,-0.6,-0.6,2.4,2.4,-3.8,-3.8,-3.8,-3.8,-8,-8,-4.6,-4.6,-12.6,-12.6,-21.8,-21.8,-21,-21,-17.2,-17.2,-12.8,-12.8,-19.4,-19.4,-21.2,-21.2
s091,Male,26 to 45,Gratuation,Right,One Hand,10.2,5.6,6,6,7.4,6.8,636.8,1129.4,477.8,656.6,876.2,705.6,632.2,1129.8,477.8,658,875.6,706,626.6,1123.8,471.8,650.6,868.8,698.8,642.4,1135.4,483.8,664,883,712.8,31,31,29.2,29.2,33,33,31.4,31.4,30.8,30.8,31.6,31.6,33.4,33.4,2.6,2.6,-0.4,-0.4,3.4,3.4,1.2,1.2,0.6,0.6,1.8,1.8,3.6,3.6,286.4,286.4,287.4,287.4,288,288,144.8,144.8,72.8,72.8,73.4,73.4,143.4,143.4,0,0,-0.2,-0.2,-0.2,-0.2,0,0,-0.4,-0.4,0,0,-0.2,-0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,-0.2,-0.2,0,0,-0.2,-0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,-0.4,-0.4,-0.2,-0.2,-0.6,-0.6,-0.2,-0.2,0,0,-0.4,-0.4,-0.6,-0.6,4.8,4.8,4.6,4.6,5.8,5.8,5.2,5.2,4.8,4.8,5.2,5.2,5.2,5.2,9,9,8.4,8.4,8.4,8.4,8.2,8.2,8.4,8.4,8.6,8.6,8.2,8.2,-11.4,-11.4,-12,-12,-9.6,-9.6,-7.4,-7.4,-5,-5,-6.6,-6.6,-5.2,-5.2,0.8,0.8,1.4,1.4,-0.4,-0.4,1.2,1.2,0.2,0.2,-0.2,-0.2,1.4,1.4,-9.2,-9.2,-12.6,-12.6,-8.4,-8.4,-11.4,-11.4,-6.6,-6.6,-9.4,-9.4,-9.4,-9.4
s092,Female,Bellow 18,Below Madhymik,Right,One Hand,9.8,5.6,6.4,6.8,7,6.4,954.8,460.6,829.8,1413,889.8,841.4,950.6,461.4,830.2,1413.2,889.2,841.2,945,455,823.4,1406.2,882.8,835,960.4,467,836.6,1420,896.2,847.6,22,22,23.8,23.8,22.4,22.4,24.2,24.2,24.8,24.8,25,25,25.2,25.2,1.6,1.6,6.4,6.4,3,3,4.8,4.8,6.8,6.8,5.6,5.6,6,6,325.6,325.6,325.6,325.6,326.2,326.2,326.8,326.8,326.4,326.4,326.6,326.6,326.4,326.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,-0.2,-0.2,0.2,0.2,0,0,-0.2,-0.2,-0.4,-0.4,-0.8,-0.8,-0.2,-0.2,-0.8,-0.8,-0.8,-0.8,-0.4,-0.4,-0.8,-0.8,3.6,3.6,4,4,3.6,3.6,4,4,4,4,4,4,4.2,4.2,9.2,9.2,9.2,9.2,9.2,9.2,8.6,8.6,9.2,9.2,8.8,8.8,8.8,8.8,1.2,1.2,-8.2,-8.2,3,3,0.2,0.2,-4.4,-4.4,0.4,0.4,3.6,3.6,0.2,0.2,-1.2,-1.2,-0.4,-0.4,-0.4,-0.4,-0.8,-0.8,-1.8,-1.8,-0.8,-0.8,-0.2,-0.2,-4.6,-4.6,5.4,5.4,0.8,0.8,-0.6,-0.6,2.6,2.6,2.4,2.4
s093,Female,Bellow 18,Below Madhymik,Right,One Hand,9.8,6.4,6.8,7,6.6,5.8,1045.4,569.4,531,648.8,489.2,612.6,1042,569.8,531.2,648.4,488.4,612.8,1035.6,563,524.2,641.8,482.6,606.8,1051.8,576.2,538,655.4,495,618.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-1.6,-1.6,-2,-2,-1.8,-1.8,-2,-2,-2,-2,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,9.8,9.8,10,10,10,10,10,10,9.8,9.8,0.4,0.4,0.4,0.4,3.6,3.6,-0.2,-0.2,-2.8,-2.8,-1.4,-1.4,0.4,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0.2,1.8,1.8,-0.2,-0.2,-1.8,-1.8,-0.8,-0.8,0.4,0.4
s094,Female,Bellow 18,Below Madhymik,Right,One Hand,9.2,7,7,6.4,7.6,6.6,845,554.6,736.8,428.6,954,270.6,842.8,554.6,736.2,429.8,953,270.4,835.8,547.6,729.8,422.2,946.4,264,852,561.6,743.2,436.2,960.6,277,31,31,28.6,28.6,27.4,27.4,26.4,26.4,25.4,25.4,26,26,27.2,27.2,-0.6,-0.6,-1.4,-1.4,-1.8,-1.8,-2.2,-2.2,-3,-3,-3.4,-3.4,-2.2,-2.2,63.4,63.4,63.4,63.4,63.8,63.8,64.2,64.2,64,64,64.6,64.6,65.6,65.6,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,-0.2,-0.2,-0.4,-0.4,0,0,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.6,0.6,0.2,0.2,5,5,4.8,4.8,4.6,4.6,4.2,4.2,4.2,4.2,4.2,4.2,4.4,4.4,8.2,8.2,8.4,8.4,8.6,8.6,9,9,8.4,8.4,8.6,8.6,8.2,8.2,-1.6,-1.6,-3,-3,-0.4,-0.4,-0.4,-0.4,-5.6,-5.6,-2.4,-2.4,-1.6,-1.6,0.2,0.2,2.8,2.8,1.2,1.2,0.8,0.8,-0.8,-0.8,0.4,0.4,2.6,2.6,-8,-8,-10.4,-10.4,-5.8,-5.8,-4.2,-4.2,-10.6,-10.6,-2.4,-2.4,-11.2,-11.2
s095,Female,Bellow 18,Below Madhymik,Right,Both Hands,9.2,7,7,7,6.2,6.8,340,332.6,521.8,350.6,341.2,330.6,337.8,332.6,521.8,349.8,341.8,330.4,330.8,325.6,514.8,343.6,335,323.8,347,339.6,528.8,356.8,348,337.2,14.6,14.6,11.8,11.8,12.6,12.6,14,14,12.4,12.4,13.8,13.8,13,13,3.4,3.4,2.2,2.2,1.4,1.4,3.2,3.2,3,3,2.4,2.4,1.4,1.4,260.4,260.4,259,259,259.2,259.2,259.8,259.8,259,259,259.2,259.2,258.8,258.8,0,0,-0.2,-0.2,0,0,-0.2,-0.2,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-0.8,-0.8,-0.4,-0.4,-0.6,-0.6,-0.6,-0.6,-0.4,-0.4,-0.4,-0.4,-0.8,-0.8,-0.4,-0.4,0,0,-0.4,-0.4,-0.4,-0.4,-0.2,-0.2,0,0,2.8,2.8,2.2,2.2,2.2,2.2,2.4,2.4,2,2,2.2,2.2,2.2,2.2,9,9,9,9,9.2,9.2,8.6,8.6,8.8,8.8,9.2,9.2,9,9,-6.8,-6.8,-2,-2,7.8,7.8,-2.6,-2.6,7.6,7.6,-2.8,-2.8,7.4,7.4,-1.2,-1.2,0,0,3,3,-0.6,-0.6,2.2,2.2,0.6,0.6,1,1,-16.4,-16.4,-11.6,-11.6,2,2,-15.6,-15.6,-7,-7,-3.4,-3.4,-13.8,-13.8
s096,Female,Bellow 18,Below Madhymik,Right,Both Hands,9.2,8.2,8.4,7.2,7,6.6,955.6,662.4,957,891.4,663.6,851.6,954.6,662.6,955.8,891.2,663.2,851.6,946.4,654.2,948.6,884.2,656.6,845,963.8,670.8,964.2,898.4,670.2,858.2,18.8,18.8,18.8,18.8,18,18,18.2,18.2,17.8,17.8,19.8,19.8,20.2,20.2,-2.6,-2.6,-1.6,-1.6,-3,-3,-3.2,-3.2,-2.6,-2.6,0.2,0.2,0,0,322.2,322.2,320.6,320.6,321.2,321.2,321.2,321.2,320.8,320.8,322,322,321.8,321.8,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,-0.6,-0.6,0,0,0,0,0,0,0,0,-0.4,-0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,3.4,3.4,3.2,3.2,3.2,3.2,3,3,3,3,3.6,3.6,3.4,3.4,9,9,9,9,9,9,9.4,9.4,9,9,9.2,9.2,8.8,8.8,-2.8,-2.8,-4,-4,-9,-9,-1.2,-1.2,-0.8,-0.8,-6.2,-6.2,-6.8,-6.8,-0.2,-0.2,-2.2,-2.2,1.2,1.2,0,0,2.4,2.4,2,2,-2.8,-2.8,-12,-12,-15.2,-15.2,-10.4,-10.4,-8.2,-8.2,-9.4,-9.4,-11,-11,-14.8,-14.8
s097,Male,18 to 25,Higher Secondary,Right,Both Hands,9.4,7.8,6.8,6,7,6.8,356.2,455.8,254.2,452.8,362,295.4,354.6,454.8,253.4,453.8,361.8,295.6,346.8,448,247.4,446.8,355,288.6,364,462.6,260.2,459.8,368.8,302.4,25.8,25.8,24,24,24.4,24.4,24.4,24.4,23,23,23,23,23.6,23.6,8.6,8.6,5.8,5.8,4.6,4.6,4.4,4.4,2.8,2.8,3.2,3.2,4.4,4.4,274.8,274.8,274.4,274.4,273.8,273.8,273.8,273.8,273.8,273.8,274.2,274.2,274.8,274.8,-0.8,-0.8,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0.6,0.6,0,0,0.4,0.4,0,0,0,0,0,0,0,0,-0.6,-0.6,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,-1.8,-1.8,-0.8,-0.8,-0.6,-0.6,-1,-1,-0.4,-0.4,-0.2,-0.2,-0.4,-0.4,4.8,4.8,4.2,4.2,4.2,4.2,4,4,3.8,3.8,4,4,4,4,7.8,7.8,8.8,8.8,8.4,8.4,8.4,8.4,8.6,8.6,8.8,8.8,8.8,8.8,-5.4,-5.4,-4,-4,3.4,3.4,-2.4,-2.4,1.8,1.8,1.6,1.6,10.4,10.4,-3.2,-3.2,-1.6,-1.6,0.2,0.2,0.6,0.6,2.8,2.8,1.6,1.6,2.2,2.2,-9.6,-9.6,-14,-14,-6.4,-6.4,-7.2,-7.2,-0.6,-0.6,-4.8,-4.8,-1.6,-1.6
s098,Male,Bellow 18,Below Madhymik,Right,Both Hands,8.6,6.6,5.4,6.8,7,6.4,1065,1243.2,603.6,1738.4,1947,1326.4,1063,1242,605,1738.6,1946.4,1325.8,1056.4,1236.6,598.2,1731.6,1940,1320,1071.6,1248.6,610.4,1745.4,1953.4,1332.2,29.2,29.2,27,27,27.8,27.8,26.8,26.8,26,26,27.2,27.2,27.6,27.6,6.2,6.2,4,4,5.8,5.8,4.2,4.2,4,4,6.4,6.4,6,6,353,353,283,283,282.6,282.6,283,283,283.2,283.2,211,211,282.6,282.6,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0,0,-1,-1,-1,-1,-0.4,-0.4,-0.6,-0.6,-0.6,-0.6,-0.4,-0.4,-1.2,-1.2,-1,-1,-1,-1,-1.2,-1.2,-0.8,-0.8,-0.6,-0.6,-1.2,-1.2,-1,-1,4.8,4.8,4.4,4.4,4.6,4.6,4,4,4.2,4.2,4.2,4.2,4.4,4.4,7.8,7.8,7.6,7.6,8,8,8.2,8.2,8,8,8.4,8.4,7.6,7.6,-6,-6,-3.4,-3.4,3.2,3.2,8.6,8.6,0.4,0.4,-1,-1,1.2,1.2,-1.4,-1.4,-0.6,-0.6,-0.6,-0.6,-0.8,-0.8,-0.2,-0.2,0.2,0.2,-0.8,-0.8,-6.4,-6.4,-4.6,-4.6,-4,-4,3.4,3.4,-4.2,-4.2,-2.6,-2.6,-1.6,-1.6
